2020-07-01 12:10:57.852028,14
2020-07-01 12:22:48.481256,15
2020-07-01 12:23:08.812372,15
2020-07-01 12:25:22.396919,14
2020-07-01 12:25:35.222769,12
2020-07-01 12:30:23.439818,12
2020-07-01 12:35:24.305523,12
2020-07-01 12:40:25.572956,13
2020-07-01 12:45:26.216355,13
2020-07-01 12:50:27.516335,11
2020-07-01 12:55:28.242291,11
2020-07-01 13:00:29.150394,11
2020-07-01 13:05:31.327753,11
2020-07-01 13:10:32.004348,11
2020-07-01 13:15:32.696341,11
2020-07-01 13:20:33.452024,12
2020-07-01 13:25:34.123872,13
2020-07-01 13:30:34.966875,15
2020-07-01 13:35:35.684208,16
2020-07-01 13:40:36.536363,14
2020-07-01 13:45:37.176365,14
2020-07-01 13:50:37.816366,14
2020-07-01 13:55:38.527765,14
2020-07-01 14:00:39.286593,14
2020-07-01 14:05:40.055981,12
2020-07-01 14:10:40.906360,14
2020-07-01 14:15:41.596697,14
2020-07-01 14:20:42.216359,15
2020-07-01 14:25:42.946347,14
2020-07-01 14:30:43.576369,14
2020-07-01 14:35:49.383630,14
2020-07-01 14:40:50.278550,12
2020-07-01 14:45:50.979904,16
2020-07-01 14:50:51.807092,15
2020-07-01 14:55:52.536365,15
2020-07-01 15:00:53.250828,15
2020-07-01 15:05:54.099154,16
2020-07-01 15:10:54.814656,12
2020-07-01 15:15:55.647204,11
2020-07-01 15:20:56.328927,12
2020-07-01 15:25:57.015252,11
2020-07-01 15:30:57.866357,11
2020-07-01 15:35:58.529397,12
2020-07-01 15:40:59.491699,12
2020-07-01 15:46:00.235119,12
2020-07-01 15:51:01.224602,13
2020-07-01 15:56:02.250490,14
2020-07-01 16:01:02.954784,15
2020-07-01 16:06:03.896089,19
2020-07-01 16:11:04.697506,16
2020-07-01 16:16:06.574991,16
2020-07-01 16:21:07.293866,17
2020-07-01 16:26:08.175732,17
2020-07-01 16:31:09.096355,18
2020-07-01 16:36:09.782040,18
2020-07-01 16:41:10.493037,18
2020-07-01 16:46:11.297234,13
2020-07-01 16:51:11.991963,13
2020-07-01 16:56:12.701727,13
2020-07-01 17:01:13.390258,12
2020-07-01 17:06:14.056357,15
2020-07-01 17:11:14.762799,16
2020-07-01 17:16:15.883221,18
2020-07-01 17:21:16.796351,17
2020-07-01 17:26:18.076353,20
2020-07-01 17:31:19.008641,17
2020-07-01 17:36:19.996354,18
2020-07-01 17:41:20.936326,19
2020-07-01 17:46:21.576379,21
2020-07-01 17:51:22.299212,21
2020-07-01 17:56:23.307216,21
2020-07-01 18:01:24.036358,21
2020-07-01 18:06:24.960607,15
2020-07-01 18:11:25.576369,16
2020-07-01 18:16:26.415671,16
2020-07-01 18:21:27.215815,16
2020-07-01 18:26:28.085315,16
2020-07-01 18:43:07.913881,17
2020-07-01 18:48:08.809291,15
2020-07-01 18:53:09.695425,16
2020-07-01 18:58:10.377027,17
2020-07-01 19:03:11.226830,19
2020-07-01 19:08:11.985636,19
2020-07-01 19:13:12.868381,19
2020-07-01 19:18:13.765853,20
2020-07-01 19:23:14.638131,19
2020-07-01 19:28:15.309064,22
2020-07-01 19:33:15.896607,22
2020-07-01 19:38:17.615495,21
2020-07-01 19:43:18.527170,18
2020-07-01 19:48:21.412454,17
2020-07-01 19:53:23.802015,18
2020-07-01 19:58:24.518097,16
2020-07-01 20:03:25.096619,16
2020-07-01 20:08:26.086591,16
2020-07-01 20:13:26.988491,16
2020-07-01 20:18:27.674189,16
2020-07-01 20:23:33.458288,17
2020-07-01 20:28:39.348598,17
2020-07-01 20:33:40.379024,16
2020-07-01 20:38:41.103923,15
